decade,avg_amr_depth,avg_amr_nodes,mean_LENS,subordination_ratio,std_amr_depth,std_amr_nodes,sentence_novelty,Logic_flat
1980s,6.389256345323885,296.73756997828326,0.9925219829539732,22.479929977776376,1.0376610187386113,272.59250078045056,0.01094254689467648,0.0
1990s,6.268535822618985,278.443993890755,0.9935086653767364,23.510995156014637,1.1007231625024465,274.71177930496503,0.009901944253870072,0.018894299458379258
2000s,6.280129486437676,269.6903632232968,0.9932523297128302,23.145699797625284,1.094963355249464,246.61132852548243,0.00999820167776349,0.017079743398631213
2010s,6.199254003321386,223.4956833261946,0.9917035394295532,19.820349201607478,1.1469677508179077,198.99371941681176,0.009939060419280015,0.02973778664265933
