decade,TTR,MATTR,Yule_K,Herdan_C,hapax_ratio,unique_adj_rate,Diversity_loss
1980s,0.497256401718531,0.5166853199176411,187.29548106290812,0.8727761228043655,0.34639041408365406,0.7864965924584711,0.007678866190899947
1990s,0.5019552913727878,0.5151791286644126,190.1690787226412,0.8711107616035395,0.3436849797629871,0.8058480755154499,0.010571585133205642
2000s,0.48591398344664877,0.5098890659249988,162.31000472948472,0.8723876602515099,0.33386572571669737,0.781341128221977,0.020731426826275462
2010s,0.5031060520573168,0.5206835794520522,165.09615170575304,0.8748094545615502,0.3469361371339474,0.8046104714738148,0.0
